NatEmis,DataYear,ProvinceCD,Province,Institution_Name,Status,Sector,Type_DoE,Phase,Specialization,OwnerLand,OwnerBuild,Ownership,ExDept,PaypointNo,ComponentNo,ExamNo,ExamCentre,GIS_Longitude,GIS_Latitude,GISSource,Magisterial_District,DMunName,LMunName,Ward_ID,EIRegion,EIDistrict,EICircuit,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Facsimile,Section21,Section21_Funct,Quintile,NAS,NodalArea,RegistrationDate,NoFeeSchool,Allocation,Urban_Rural,Open_Boarding_school,ANA_School,Full_Service_School,LEARNER NUMBER,EDUCATOR TOTAL
700260729,2016,7,GP,EMMANGWENI PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917034,917034,99,NOT APPLICABLE,28.23548524,-26.0185768,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700008,EKUDIBENG,EKURHULENI NORTH,EN_4,RAMOETLO,EMMANGWENI SECTION,TEMBISA,KEMPTON PARK,"320 MAMPURU/BADUZA STREET, EMMANGWENI SECTION, TEMBISA, 1632","112, TEMBISA, 1632",0119241754,0119269393,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1825,40
700260745,2016,7,GP,ENDULWENI PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917035,917035,99,NOT APPLICABLE,28.21965583,-26.01160692,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700006,EKUDIBENG,EKURHULENI NORTH,EN_4,KHOELE,TEMBISA,KEMPTON PARK,KEMPTON PARK,"797 HADEBE STREET, TEMBISA, KEMPTON PARK, 1632","P.O BOX 47, TEMBISA, 1628",0119260571,0119266182,YES,ACD,1,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1050,26
700260752,2016,7,GP,ENTSHONALANGA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917036,917036,99,NOT APPLICABLE,28.21960162,-25.99230175,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700003,EKUDIBENG,EKURHULENI NORTH,EN_4,DIGASHU,MAOKENG EXT,TEMBISA,KEMPTON PARK,"816 SKY LAB STREET, MAOKENG EXT, TEMBISA, 1628","246, TEMBISA, 1632",0119263712,0119263712,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1472,36
700260760,2016,7,GP,EQINISWENI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),909036,909036,8260760,EQINISWENI SECONDARY SCHOOL,28.18459621,-26.00464697,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800079,JOHANNESBURG,JOHANNESBURG EAST,JE_3,KUNENE,IVORY PARK EXT.2,MIDRAND,JOHANNESBURG,"5320 MASAKHANE DRIVE, IVORY PARK EXT.2, MIDRAND, 1685","P.O. BOX 1454, TEMBISA, 1628",0112615870,0865199799,YES,ACD,2,N,NOT APPLICABLE,12/31/1899,YES,1177,RURAL,YES,YES,NO,2343,80
700260794,2016,7,GP,ESSELEN PARK SPORT SCHOOL OF EXCELLENCE,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,Technical,INDEPENDENT,PRIVATE,PRIVATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),99,99,8260794,ESSELEN PARK SPORT SCHOOL OF EXCELLENCE,28.20403669,-26.15954825,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700092,EKUDIBENG,EKURHULENI NORTH,EN_1,MOLELE,UNKOWN,ELANDSFONTEIN,KEMPTON PARK,"4 4 SIRKEL STREET, , ELANDSFONTEIN,","8106, ELANDSFONTEIN, 1406",0119741999,0119741799,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,12/31/1899,NO,0,URBAN,YES,NO,NO,117,11
700260828,2016,7,GP,GAHLANSO PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917038,917038,99,NOT APPLICABLE,28.20065682,-26.01548731,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700010,EKUDIBENG,EKURHULENI NORTH,EN_4,SETATI,TEMBISA,KEMPTON PARK,KEMPTON PARK,"3 ROBERT MATHEKGA STREET, TEMBISA, KEMPTON PARK, 1632","P.O BOX 146, TEMBISA, 1632",0119250662,0119250662,YES,ACD,2,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1155,30
700260836,2016,7,GP,IKUSASA COMPREHENSIVE SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917133,917133,8260836,IKUSASA COMPREHENSIVE SCHOOL,28.24001948,-26.00855661,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700005,EKUDIBENG,EKURHULENI NORTH,EN_4,MPHELA,TEMBISA,KEMPTON PARK,KEMPTON PARK,"1 ISITHEBE SECTI0ON, TEMBISA, KEMPTON PARK, 1632","P.O. BOX 216, TEMBISA, 1632",0829377815,99,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1441,49
700260869,2016,7,GP,P.S. TSOSANE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),909049,909049,99,NOT APPLICABLE,28.19075463,-26.00650382,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800078,JOHANNESBURG,JOHANNESBURG EAST,JE_3,MASUBELELE,IVORY PARK,MIDRAND,JOHANNESBURG,"4324 RECREATION, IVORY PARK, MIDRAND, 1685","5183, HALFWAY HOUSE, 1685",0112613806,0112613806,YES,ACD,2,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,2087,50
700260877,2016,7,GP,INQAYIZIVELE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917134,917134,8260877,INQAYIZIVELE SECONDARY SCHOOL,28.21977739,-26.00035657,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700007,EKUDIBENG,EKURHULENI NORTH,EN_4,MAEBELA,TEMBISA,KEMPTON PARK,JOHANNESBURG,"156 TSENELONG SECTION LUANGWA STREET, TEMBISA, KEMPTON PARK, 1632","PO BOX 1632, TEMBISA, 1632",0119262769,0119265868,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,NO,590,URBAN,NO,YES,NO,1892,61
700260885,2016,7,GP,PHOMOLONG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917080,917080,99,NOT APPLICABLE,28.18251999,-26.04096527,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700012,EKUDIBENG,EKURHULENI NORTH,EN_3,SEPENG,PHOMOLONG SECTION,TEMBISA,KEMPTON PARK,"3816 MAHLANGU STREET, PHOMOLONG SECTION, TEMBISA, 1619","1632, EDLEEN, 0920",0119246082,99,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1788,34
700260893,2016,7,GP,INXIWENI PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917041,917041,99,NOT APPLICABLE,28.21806136,-26.02007904,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700014,EKUDIBENG,EKURHULENI NORTH,EN_4,TABU,INXIWENI SECTION,TEMBISA,KEMPTON PARK,"03 CORNER NGEMA  AND JACKIE  NCUBE DRIVE, INXIWENI SECTION, TEMBISA, 1632","143, TEMBISA, 1628",0119256904,0119253626,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1351,31
700260901,2016,7,GP,IPONTSHE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917042,917042,99,NOT APPLICABLE,28.19308832,-26.01656681,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700011,EKUDIBENG,EKURHULENI NORTH,EN_4,MAKGATHO,UMNONJANENI SECTION,TEMBISA,KEMPTON PARK,"445 JAMES MOLEYA STREET, UMNONJANENI SECTION, TEMBISA, 1632","BOX 269, TEMBISA, 1632",0119253323,0119253078,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,980,26
700260919,2016,7,GP,ISEKELO PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917044,917044,99,NOT APPLICABLE,28.22693632,-26.00762689,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700006,EKUDIBENG,EKURHULENI NORTH,EN_4,NYAKA,ISITHAMA SECTION,TEMBISA,KEMPTON PARK,"52 NDWAMDWE STREET, ISITHAMA SECTION, TEMBISA, 1632","31, TEMBISA, 1628",0119262508,0119269122,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1309,29
700260943,2016,7,GP,ISIZIBA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917045,917045,99,NOT APPLICABLE,28.21964391,-26.01769212,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700014,EKUDIBENG,EKURHULENI NORTH,EN_4,NKOSI,TEMBISA,KEMPTON PAK,KEMPTON PARK,"7 HLAHLANDLELA STREET, TEMBISA, KEMPTON PAK, 1632","P.O. BOX 40, TEMBISA, 1628",0119202004,0119262143,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1307,31
700260968,2016,7,GP,IVORY PARK PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),909052,909052,99,NOT APPLICABLE,28.17317414,-26.00904483,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800110,JOHANNESBURG,JOHANNESBURG EAST,JE_3,MASWANGANYE,HALFWAY HOUSE,MIDRAND,JOHANNESBURG,"587 IVORY PARK EXT 2, HALFWAY HOUSE, MIDRAND, 1685","P.O BOX 4254, HALFWAY HOUSE, 1685",0112040690,99,YES,ACD,2,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1943,46
700260976,2016,7,GP,JIYANA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917136,917136,8260976,JIYANA SECONDARY SCHOOL,28.18889329,-26.02009156,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700011,EKUDIBENG,EKURHULENI NORTH,EN_4,SERUMULA,TEMBISA,KEMPTON PARK,KEMPTON PARK,"116 DAN NKABINDE ROAD, TEMBISA, KEMPTON PARK, 1632","P.O. BOX 105, TEMBISA, 1632",0119251804,0119257897,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1833,57
700260984,2016,7,GP,KHATLAMPING PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917048,917048,99,NOT APPLICABLE,28.19787347,-26.01269231,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700010,EKUDIBENG,EKURHULENI NORTH,EN_4,MARUMA,TEMBISA,TEMBISA,KEMPTON PARK,"178 MARKSHORPE, TEMBISA, TEMBISA, 1632","P.O BOX 129, TEMBISA, 1628",0119254600,0119253269,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,873,20
700260992,2016,7,GP,KHULA SIZWE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917049,917049,99,NOT APPLICABLE,28.23522048,-26.00999621,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700005,EKUDIBENG,EKURHULENI NORTH,EN_4,MVELO,TEMBISA,KEMPTON PARK,JOHANNESBURG,"125 CNR. PHOFO & NKWE STREET, TEMBISA, KEMPTON PARK, 1632","107, TEMBISA, 1632",0119201554,0119201554,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1008,25
700261032,2016,7,GP,MARHULANA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917072,917072,99,NOT APPLICABLE,28.244132,-26.006418,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700004,EKUDIBENG,EKURHULENI NORTH,EN_4,MAHLAGARE,TOWNSHIP,TEMBISA,KEMPTON PARK,"365 NPOFU, TOWNSHIP, TEMBISA, 1632","BOX 41, TEMBISA, 1628",0119245914,0119267244,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,707,19
700261040,2016,7,GP,MASHEMONG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917073,917073,99,NOT APPLICABLE,28.236787,-26.000198,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700002,EKUDIBENG,EKURHULENI NORTH,EN_4,MADZHADZHI,TEMBISA,TEMBISA,KEMPTON PARK,"850 MIMAS AND JANUS STREET, TEMBISA, TEMBISA, 1632","101, TEMBISA, 1632",0119260358,0119260048,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1248,33
700261057,2016,7,GP,MASIQHAKAZE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917141,917141,8261057,MASIQHAKAZE SECONDARY SCHOOL,28.2241642255,-26.0254668486,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700014,EKUDIBENG,EKURHULENI NORTH,EN_3,MAMABOLO,TEMBISA,EMFHULWENI,KEMPTON PARK,"459 SEPENG, TEMBISA, , 1620","213, TEMBISA, 1628",0119258059,0865402551,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1573,50
700261065,2016,7,GP,MASISEBENZE COMPREHENSIVE SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917142,917142,8261065,MASISEBENZE COMPREHENSIVE SCHOOL,28.2148808233,-26.0262648484,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700014,EKUDIBENG,EKURHULENI NORTH,EN_3,MOYAHA,TEMBISA,KEMPTON PARK,JOHANNESBURG,"06 JIYANE, TEMBISA, KEMPTON PARK, 1632","104, TEMBISA, 1628",0119257784,99,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,2163,69
700261073,2016,7,GP,MEHLARENG COMBINED FARM SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917143,917143,99,NOT APPLICABLE,28.29156504,-26.06908486,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700100,EKUDIBENG,EKURHULENI NORTH,EN_3,KUNGWAYO,ERASMUS FARM,BREDELL,KEMPTON PARK,"1 FIRST ROAD, ERASMUS FARM, BREDELL, 1623","PO BOX 14354, BREDELL, 1623",0825528747,99,YES,ACD,1,N,NOT APPLICABLE,12/31/1899,YES,1177,RURAL,NO,YES,NO,394,10
700261081,2016,7,GP,MIKATEKA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),909076,909076,99,NOT APPLICABLE,28.2099992434,-25.9891286011,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800077,JOHANNESBURG,JOHANNESBURG EAST,JE_3,SIBANYONI,IVORY PARK,MIDRAND,MIDRAND,"8551 NGOBESE STREET, IVORY PARK, MIDRAND, 1685","P.O.BOX 479, OLIFANTSFONTEIN, 1665",0110269644,0865178441,YES,ACD,2,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,2148,58
700261099,2016,7,GP,MODUOPO PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917074,917074,99,NOT APPLICABLE,28.19358447,-26.01979605,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700011,EKUDIBENG,EKURHULENI NORTH,EN_4,SERUMULA,UMFUYANENI SECTION,TEMBISA,KEMPTON PARK,"180 GAOLATHLE MOLEFE STREET, UMFUYANENI SECTION, TEMBISA, 1632","P.O BOX 139, TEMBISA, 1632",0119252437,0119253632,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1063,26
700261107,2016,7,GP,REBONWE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),909092,909092,99,NOT APPLICABLE,28.2015916663,-26.0009816664,GISSource,UNKNOWN,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY,79800078,JOHANNESBURG,JOHANNESBURG EAST,JE_3,TLHABANA,IVORY PARK,MIDRAND,JOHANNESBURG,"8268 CNR HO CHI MIN & HAILE SELASSIE, IVORY PARK, MIDRAND, 1685","6120, MIDRAND, 1685",0112616037,0112616250,YES,ACD,2,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,2067,53
700261115,2016,7,GP,MORITING PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917075,917075,99,NOT APPLICABLE,28.23803506,-25.99580697,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700002,EKUDIBENG,EKURHULENI NORTH,EN_4,HLAHLE,TEMBISA,KEMPTON PARK,KEMPTON PARK,"361 MORITING SECTION, TEMBISA, KEMPTON PARK, 1632","69, TEMBISA, 1628",0119202514,0119244989,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1321,29
700261123,2016,7,GP,MVELAPHANDA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917076,917076,99,NOT APPLICABLE,28.2213755769,-26.0047725049,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700006,EKUDIBENG,EKURHULENI NORTH,EN_4,MATHAVHA,TEMBISA,KEMPTON PARK,KEMPTON PARK,"712 SEAPARANKWE, TEMBISA, KEMPTON PARK, 1628","86, TEMBISA, 1632",0119203255,0119241325,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,909,20
700261131,2016,7,GP,NYIKO PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917079,917079,99,NOT APPLICABLE,28.2126743453,-26.0211004864,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700014,EKUDIBENG,EKURHULENI NORTH,EN_4,HLATSWAYO,TEMBISA,KEMPTON PARK,KEMPTON PARK,"288 ZEPHANIA MSEBENZI STREET, TEMBISA, KEMPTON PARK, 1632",", , 1632",0119252302,0119252302,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1141,27
700261149,2016,7,GP,PHUTHUMANI PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917081,917081,99,NOT APPLICABLE,28.18778271,-26.02272235,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700011,EKUDIBENG,EKURHULENI NORTH,EN_4,HLATSHWAYO,ESIQONGWENI SECTION,TEMBISA,KEMPTON PARK,"03 ABEL MANANA, ESIQONGWENI SECTION, TEMBISA, 1632","BOX 389, TEMBISA, 1628",0877219579,0866513411,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1233,28
700261164,2016,7,GP,SAFFOLA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917088,917088,99,NOT APPLICABLE,28.3092933335,-26.0385666672,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700100,EKUDIBENG,EKURHULENI NORTH,EN_3,MAHASELA,BAPSFONTEIN,BAPSFONTEIN,KEMPTON PARK,"412 J.LOURIE FARM  CLOUDY ROAD, BAPSFONTEIN, BAPSFONTEIN, 1620","BOX 49, KEMPTON PARK, 1620",0119642212,0119642212,YES,ACD,2,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,476,11
700261180,2016,7,GP,SEDIBENG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917090,917090,99,NOT APPLICABLE,28.233987,-26.007579,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700006,EKUDIBENG,EKURHULENI NORTH,EN_4,TRENT,SEDIBENG SECTION,TEMBISA,KEMPTON PARK,"2 HALLEY STREET, SEDIBENG SECTION, TEMBISA, 1632","195, TEMBISA, 1628",0119264854,0119266649,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,868,20
700261198,2016,7,GP,SEOTLOANA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),917091,917091,99,NOT APPLICABLE,28.2074783334,-26.0140666665,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700009,EKUDIBENG,EKURHULENI NORTH,EN_4,RAMOKGOPA,DIFATENG SECTION,TEMBISA,KEMPTON PARK,"645 SPARROW ROAD, DIFATENG SECTION, TEMBISA, 1632","PO BOX 145, DIFATENG, TEMBISA, 1632",0119203200,0119203200,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1227,28
